onset	duration	sample	event_type	face_type	rep_status	rep_lag	trial	value	stim_file
36.1076363636	n/a	39718.4	show_face_initial	unfamiliar_face	first_show	n/a	1	3	u099.bmp
37.0776363636	n/a	40785.4	show_circle	n/a	n/a	n/a	1	0	circle.bmp
37.1294545455	n/a	40842.4	left_press	n/a	n/a	n/a	1	256	n/a
38.7776363636	n/a	42655.4	show_cross	n/a	n/a	n/a	2	1	cross.bmp
39.4158181818	n/a	43357.4	show_face	unfamiliar_face	immediate_repeat	1	2	14	u099.bmp
40.0803636364	n/a	44088.4	left_press	n/a	n/a	n/a	2	256	n/a
40.4130909091	n/a	44454.4	show_circle	n/a	n/a	n/a	2	0	circle.bmp
42.1130909091	n/a	46324.4	show_cross	n/a	n/a	n/a	3	1	cross.bmp
42.724	n/a	46996.4	show_face	unfamiliar_face	first_show	n/a	3	13	u027.bmp
43.5676363636	n/a	47924.4	show_circle	n/a	n/a	n/a	3	0	circle.bmp
43.7849090909	n/a	48163.4	right_press	n/a	n/a	n/a	3	4096	n/a
45.2676363636	n/a	49794.4	show_cross	n/a	n/a	n/a	4	1	cross.bmp
45.8303636364	n/a	50413.4	show_face	unfamiliar_face	immediate_repeat	1	4	14	u027.bmp
46.5358181818	n/a	51189.4	right_press	n/a	n/a	n/a	4	4096	n/a
46.8485454545	n/a	51533.4	show_circle	n/a	n/a	n/a	4	0	circle.bmp
48.5485454545	n/a	53403.4	show_cross	n/a	n/a	n/a	5	1	cross.bmp
49.0549090909	n/a	53960.4	show_face	scrambled_face	first_show	n/a	5	17	s062.bmp
49.9685454545	n/a	54965.4	show_circle	n/a	n/a	n/a	5	0	circle.bmp
50.1230909091	n/a	55135.4	left_press	n/a	n/a	n/a	5	256	n/a
51.6685454545	n/a	56835.4	show_cross	n/a	n/a	n/a	6	1	cross.bmp
52.3121818182	n/a	57543.4	show_face	unfamiliar_face	first_show	n/a	6	13	u082.bmp
53.2976363636	n/a	58627.4	show_circle	n/a	n/a	n/a	6	0	circle.bmp
53.5976363636	n/a	58957.4	left_press	n/a	n/a	n/a	6	256	n/a
54.9976363636	n/a	60497.4	show_cross	n/a	n/a	n/a	7	1	cross.bmp
55.5358181818	n/a	61089.4	show_face	unfamiliar_face	immediate_repeat	1	7	14	u082.bmp
56.4694545455	n/a	62116.4	show_circle	n/a	n/a	n/a	7	0	circle.bmp
56.7503636364	n/a	62425.4	left_press	n/a	n/a	n/a	7	256	n/a
58.1694545455	n/a	63986.4	show_cross	n/a	n/a	n/a	8	1	cross.bmp
58.6603636364	n/a	64526.4	show_face	unfamiliar_face	first_show	n/a	8	13	u110.bmp
59.5049090909	n/a	65455.4	show_circle	n/a	n/a	n/a	8	0	circle.bmp
59.7003636364	n/a	65670.4	right_press	n/a	n/a	n/a	8	4096	n/a
61.2049090909	n/a	67325.4	show_cross	n/a	n/a	n/a	9	1	cross.bmp
61.7503636364	n/a	67925.4	show_face	unfamiliar_face	immediate_repeat	1	9	14	u110.bmp
62.7258181818	n/a	68998.4	show_circle	n/a	n/a	n/a	9	0	circle.bmp
64.4258181818	n/a	70868.4	show_cross	n/a	n/a	n/a	10	1	cross.bmp
64.9412727273	n/a	71435.4	show_face	scrambled_face	first_show	n/a	10	17	s076.bmp
65.6921818182	n/a	72261.4	right_press	n/a	n/a	n/a	10	4096	n/a
65.9503636364	n/a	72545.4	show_circle	n/a	n/a	n/a	10	0	circle.bmp
67.6503636364	n/a	74415.4	show_cross	n/a	n/a	n/a	11	1	cross.bmp
68.2485454545	n/a	75073.4	show_face	scrambled_face	immediate_repeat	1	11	18	s076.bmp
68.9121818182	n/a	75803.4	right_press	n/a	n/a	n/a	11	4096	n/a
69.2067272727	n/a	76127.4	show_circle	n/a	n/a	n/a	11	0	circle.bmp
70.9067272727	n/a	77997.4	show_cross	n/a	n/a	n/a	12	1	cross.bmp
71.4730909091	n/a	78620.4	show_face	scrambled_face	first_show	n/a	12	17	s022.bmp
72.314	n/a	79545.4	show_circle	n/a	n/a	n/a	12	0	circle.bmp
72.4430909091	n/a	79687.4	right_press	n/a	n/a	n/a	12	4096	n/a
74.014	n/a	81415.4	show_cross	n/a	n/a	n/a	13	1	cross.bmp
74.664	n/a	82130.4	show_face	scrambled_face	first_show	n/a	13	17	s045.bmp
75.5076363636	n/a	83058.4	show_circle	n/a	n/a	n/a	13	0	circle.bmp
75.5821818182	n/a	83140.4	right_press	n/a	n/a	n/a	13	4096	n/a
77.2076363636	n/a	84928.4	show_cross	n/a	n/a	n/a	14	1	cross.bmp
77.7703636364	n/a	85547.4	show_face	scrambled_face	delayed_repeat	9	14	19	s062.bmp
78.5930909091	n/a	86452.4	show_circle	n/a	n/a	n/a	14	0	circle.bmp
79.0876363636	n/a	86996.4	right_press	n/a	n/a	n/a	14	4096	n/a
80.2930909091	n/a	88322.4	show_cross	n/a	n/a	n/a	15	1	cross.bmp
80.8776363636	n/a	88965.4	show_face	famous_face	first_show	n/a	15	5	f033.bmp
81.874	n/a	90061.4	show_circle	n/a	n/a	n/a	15	0	circle.bmp
83.574	n/a	91931.4	show_cross	n/a	n/a	n/a	16	1	cross.bmp
84.1858181818	n/a	92604.4	show_face	unfamiliar_face	first_show	n/a	16	13	u020.bmp
85.064	n/a	93570.4	show_circle	n/a	n/a	n/a	16	0	circle.bmp
85.444	n/a	93988.4	right_press	n/a	n/a	n/a	16	4096	n/a
86.764	n/a	95440.4	show_cross	n/a	n/a	n/a	17	1	cross.bmp
87.2594545455	n/a	95985.4	show_face	unfamiliar_face	first_show	n/a	17	13	u120.bmp
88.244	n/a	97068.4	show_circle	n/a	n/a	n/a	17	0	circle.bmp
88.2521818182	n/a	97077.4	right_press	n/a	n/a	n/a	17	4096	n/a
89.944	n/a	98938.4	show_cross	n/a	n/a	n/a	18	1	cross.bmp
90.4167272727	n/a	99458.4	show_face	unfamiliar_face	immediate_repeat	1	18	14	u120.bmp
91.2358181818	n/a	100359.4	right_press	n/a	n/a	n/a	18	4096	n/a
91.2849090909	n/a	100413.4	show_circle	n/a	n/a	n/a	18	0	circle.bmp
92.9849090909	n/a	102283.4	show_cross	n/a	n/a	n/a	19	1	cross.bmp
93.6076363636	n/a	102968.4	show_face	scrambled_face	first_show	n/a	19	17	s099.bmp
94.6149090909	n/a	104076.4	show_circle	n/a	n/a	n/a	19	0	circle.bmp
96.3149090909	n/a	105946.4	show_cross	n/a	n/a	n/a	20	1	cross.bmp
96.9149090909	n/a	106606.4	show_face	scrambled_face	delayed_repeat	8	20	19	s022.bmp
97.7949090909	n/a	107574.4	show_circle	n/a	n/a	n/a	20	0	circle.bmp
98.1649090909	n/a	107981.4	right_press	n/a	n/a	n/a	20	4096	n/a
99.4949090909	n/a	109444.4	show_cross	n/a	n/a	n/a	21	1	cross.bmp
99.9721818182	n/a	109969.4	show_face	famous_face	first_show	n/a	21	5	f103.bmp
100.9003636364	n/a	110990.4	show_circle	n/a	n/a	n/a	21	0	circle.bmp
102.6003636364	n/a	112860.4	show_cross	n/a	n/a	n/a	22	1	cross.bmp
103.1794545455	n/a	113497.4	show_face	scrambled_face	delayed_repeat	9	22	19	s045.bmp
104.0194545455	n/a	114421.4	show_circle	n/a	n/a	n/a	22	0	circle.bmp
105.7194545455	n/a	116291.4	show_cross	n/a	n/a	n/a	23	1	cross.bmp
106.3367272727	n/a	116970.4	show_face	famous_face	first_show	n/a	23	5	f001.bmp
107.1585454545	n/a	117874.4	show_circle	n/a	n/a	n/a	23	0	circle.bmp
108.8585454545	n/a	119744.4	show_cross	n/a	n/a	n/a	24	1	cross.bmp
109.444	n/a	120388.4	show_face	famous_face	immediate_repeat	1	24	6	f001.bmp
110.1749090909	n/a	121192.4	left_press	n/a	n/a	n/a	24	256	n/a
110.4603636364	n/a	121506.4	show_circle	n/a	n/a	n/a	24	0	circle.bmp
112.1603636364	n/a	123376.4	show_cross	n/a	n/a	n/a	25	1	cross.bmp
112.6512727273	n/a	123916.4	show_face	famous_face	delayed_repeat	10	25	7	f033.bmp
113.5776363636	n/a	124935.4	show_circle	n/a	n/a	n/a	25	0	circle.bmp
113.5894545455	n/a	124948.4	right_press	n/a	n/a	n/a	25	4096	n/a
115.2776363636	n/a	126805.4	show_cross	n/a	n/a	n/a	26	1	cross.bmp
115.8921818182	n/a	127481.4	show_face	unfamiliar_face	first_show	n/a	26	13	u025.bmp
116.7376363636	n/a	128411.4	right_press	n/a	n/a	n/a	26	4096	n/a
116.8712727273	n/a	128558.4	show_circle	n/a	n/a	n/a	26	0	circle.bmp
118.5712727273	n/a	130428.4	show_cross	n/a	n/a	n/a	27	1	cross.bmp
119.2003636364	n/a	131120.4	show_face	unfamiliar_face	delayed_repeat	11	27	15	u020.bmp
119.9358181818	n/a	131929.4	right_press	n/a	n/a	n/a	27	4096	n/a
120.154	n/a	132169.4	show_circle	n/a	n/a	n/a	27	0	circle.bmp
121.854	n/a	134039.4	show_cross	n/a	n/a	n/a	28	1	cross.bmp
122.3230909091	n/a	134555.4	show_face	unfamiliar_face	first_show	n/a	28	13	u135.bmp
123.2021818182	n/a	135522.4	show_circle	n/a	n/a	n/a	28	0	circle.bmp
123.2176363636	n/a	135539.4	right_press	n/a	n/a	n/a	28	4096	n/a
124.9021818182	n/a	137392.4	show_cross	n/a	n/a	n/a	29	1	cross.bmp
125.4803636364	n/a	138028.4	show_face	famous_face	first_show	n/a	29	5	f061.bmp
126.3121818182	n/a	138943.4	show_circle	n/a	n/a	n/a	29	0	circle.bmp
127.3794545455	n/a	140117.4	left_press	n/a	n/a	n/a	29	256	n/a
128.0121818182	n/a	140813.4	show_cross	n/a	n/a	n/a	30	1	cross.bmp
128.5376363636	n/a	141391.4	show_face	scrambled_face	delayed_repeat	11	30	19	s099.bmp
129.4858181818	n/a	142434.4	show_circle	n/a	n/a	n/a	30	0	circle.bmp
131.1858181818	n/a	144304.4	show_cross	n/a	n/a	n/a	31	1	cross.bmp
131.8121818182	n/a	144993.4	show_face	unfamiliar_face	first_show	n/a	31	13	u055.bmp
132.6949090909	n/a	145964.4	show_circle	n/a	n/a	n/a	31	0	circle.bmp
134.3949090909	n/a	147834.4	show_cross	n/a	n/a	n/a	32	1	cross.bmp
135.0358181818	n/a	148539.4	show_face	unfamiliar_face	immediate_repeat	1	32	14	u055.bmp
135.854	n/a	149439.4	show_circle	n/a	n/a	n/a	32	0	circle.bmp
137.554	n/a	151309.4	show_cross	n/a	n/a	n/a	33	1	cross.bmp
138.0930909091	n/a	151902.4	show_face	famous_face	delayed_repeat	12	33	7	f103.bmp
138.7158181818	n/a	152587.4	right_press	n/a	n/a	n/a	33	4096	n/a
139.014	n/a	152915.4	show_circle	n/a	n/a	n/a	33	0	circle.bmp
140.714	n/a	154785.4	show_cross	n/a	n/a	n/a	34	1	cross.bmp
141.1667272727	n/a	155283.4	show_face	scrambled_face	first_show	n/a	34	17	s106.bmp
142.0385454545	n/a	156242.4	show_circle	n/a	n/a	n/a	34	0	circle.bmp
142.1367272727	n/a	156350.4	right_press	n/a	n/a	n/a	34	4096	n/a
143.7385454545	n/a	158112.4	show_cross	n/a	n/a	n/a	35	1	cross.bmp
144.3412727273	n/a	158775.4	show_face	scrambled_face	immediate_repeat	1	35	18	s106.bmp
145.0467272727	n/a	159551.4	right_press	n/a	n/a	n/a	35	4096	n/a
145.3149090909	n/a	159846.4	show_circle	n/a	n/a	n/a	35	0	circle.bmp
147.0149090909	n/a	161716.4	show_cross	n/a	n/a	n/a	36	1	cross.bmp
147.5649090909	n/a	162321.4	show_face	famous_face	first_show	n/a	36	5	f076.bmp
148.4321818182	n/a	163275.4	right_press	n/a	n/a	n/a	36	4096	n/a
148.5330909091	n/a	163386.4	show_circle	n/a	n/a	n/a	36	0	circle.bmp
150.2330909091	n/a	165256.4	show_cross	n/a	n/a	n/a	37	1	cross.bmp
150.6885454545	n/a	165757.4	show_face	unfamiliar_face	delayed_repeat	11	37	15	u025.bmp
151.6130909091	n/a	166774.4	show_circle	n/a	n/a	n/a	37	0	circle.bmp
153.3130909091	n/a	168644.4	show_cross	n/a	n/a	n/a	38	1	cross.bmp
153.8967272727	n/a	169286.4	show_face	scrambled_face	first_show	n/a	38	17	s136.bmp
154.8712727273	n/a	170358.4	show_circle	n/a	n/a	n/a	38	0	circle.bmp
156.5712727273	n/a	172228.4	show_cross	n/a	n/a	n/a	39	1	cross.bmp
157.0367272727	n/a	172740.4	show_face	scrambled_face	immediate_repeat	1	39	18	s136.bmp
157.8730909091	n/a	173660.4	right_press	n/a	n/a	n/a	39	4096	n/a
157.9567272727	n/a	173752.4	show_circle	n/a	n/a	n/a	39	0	circle.bmp
159.6567272727	n/a	175622.4	show_cross	n/a	n/a	n/a	40	1	cross.bmp
160.2612727273	n/a	176287.4	show_face	unfamiliar_face	delayed_repeat	12	40	15	u135.bmp
161.2349090909	n/a	177358.4	show_circle	n/a	n/a	n/a	40	0	circle.bmp
161.3676363636	n/a	177504.4	right_press	n/a	n/a	n/a	40	4096	n/a
162.9349090909	n/a	179228.4	show_cross	n/a	n/a	n/a	41	1	cross.bmp
163.6021818182	n/a	179962.4	show_face	scrambled_face	first_show	n/a	41	17	s024.bmp
164.4494545455	n/a	180894.4	show_circle	n/a	n/a	n/a	41	0	circle.bmp
166.1494545455	n/a	182764.4	show_cross	n/a	n/a	n/a	42	1	cross.bmp
166.6921818182	n/a	183361.4	show_face	famous_face	delayed_repeat	13	42	7	f061.bmp
167.5867272727	n/a	184345.4	show_circle	n/a	n/a	n/a	42	0	circle.bmp
168.6549090909	n/a	185520.4	left_press	n/a	n/a	n/a	42	256	n/a
169.2867272727	n/a	186215.4	show_cross	n/a	n/a	n/a	43	1	cross.bmp
169.7994545455	n/a	186779.4	show_face	famous_face	first_show	n/a	43	5	f085.bmp
170.7512727273	n/a	187826.4	show_circle	n/a	n/a	n/a	43	0	circle.bmp
170.9094545455	n/a	188000.4	right_press	n/a	n/a	n/a	43	4096	n/a
172.4512727273	n/a	189696.4	show_cross	n/a	n/a	n/a	44	1	cross.bmp
173.0903636364	n/a	190399.4	show_face	famous_face	immediate_repeat	1	44	6	f085.bmp
173.9212727273	n/a	191313.4	show_circle	n/a	n/a	n/a	44	0	circle.bmp
174.0612727273	n/a	191467.4	right_press	n/a	n/a	n/a	44	4096	n/a
175.6212727273	n/a	193183.4	show_cross	n/a	n/a	n/a	45	1	cross.bmp
176.0803636364	n/a	193688.4	show_face	famous_face	first_show	n/a	45	5	f073.bmp
176.8703636364	n/a	194557.4	right_press	n/a	n/a	n/a	45	4096	n/a
176.9267272727	n/a	194619.4	show_circle	n/a	n/a	n/a	45	0	circle.bmp
178.6267272727	n/a	196489.4	show_cross	n/a	n/a	n/a	46	1	cross.bmp
179.1549090909	n/a	197070.4	show_face	famous_face	immediate_repeat	1	46	6	f073.bmp
179.8094545455	n/a	197790.4	right_press	n/a	n/a	n/a	46	4096	n/a
180.004	n/a	198004.4	show_circle	n/a	n/a	n/a	46	0	circle.bmp
181.704	n/a	199874.4	show_cross	n/a	n/a	n/a	47	1	cross.bmp
182.2785454545	n/a	200506.4	show_face	scrambled_face	first_show	n/a	47	17	s148.bmp
183.104	n/a	201414.4	show_circle	n/a	n/a	n/a	47	0	circle.bmp
183.1058181818	n/a	201416.4	left_press	n/a	n/a	n/a	47	256	n/a
184.804	n/a	203284.4	show_cross	n/a	n/a	n/a	48	1	cross.bmp
185.4521818182	n/a	203997.4	show_face	famous_face	delayed_repeat	12	48	7	f076.bmp
186.2294545455	n/a	204852.4	left_press	n/a	n/a	n/a	48	256	n/a
186.3876363636	n/a	205026.4	show_circle	n/a	n/a	n/a	48	0	circle.bmp
188.0876363636	n/a	206896.4	show_cross	n/a	n/a	n/a	49	1	cross.bmp
188.6930909091	n/a	207562.4	show_face	famous_face	first_show	n/a	49	5	f102.bmp
189.4985454545	n/a	208448.4	left_press	n/a	n/a	n/a	49	256	n/a
189.6294545455	n/a	208592.4	show_circle	n/a	n/a	n/a	49	0	circle.bmp
191.3294545455	n/a	210462.4	show_cross	n/a	n/a	n/a	50	1	cross.bmp
191.784	n/a	210962.4	show_face	famous_face	immediate_repeat	1	50	6	f102.bmp
192.3776363636	n/a	211615.4	left_press	n/a	n/a	n/a	50	256	n/a
192.7849090909	n/a	212063.4	show_circle	n/a	n/a	n/a	50	0	circle.bmp
194.4849090909	n/a	213933.4	show_cross	n/a	n/a	n/a	51	1	cross.bmp
195.1076363636	n/a	214618.4	show_face	famous_face	first_show	n/a	51	5	f002.bmp
195.8421818182	n/a	215426.4	left_press	n/a	n/a	n/a	51	256	n/a
195.9967272727	n/a	215596.4	show_circle	n/a	n/a	n/a	51	0	circle.bmp
197.6967272727	n/a	217466.4	show_cross	n/a	n/a	n/a	52	1	cross.bmp
198.1994545455	n/a	218019.4	show_face	famous_face	immediate_repeat	1	52	6	f002.bmp
198.844	n/a	218728.4	left_press	n/a	n/a	n/a	52	256	n/a
199.0685454545	n/a	218975.4	show_circle	n/a	n/a	n/a	52	0	circle.bmp
200.7685454545	n/a	220845.4	show_cross	n/a	n/a	n/a	53	1	cross.bmp
201.2385454545	n/a	221362.4	show_face	scrambled_face	delayed_repeat	12	53	19	s024.bmp
201.9858181818	n/a	222184.4	right_press	n/a	n/a	n/a	53	4096	n/a
202.2285454545	n/a	222451.4	show_circle	n/a	n/a	n/a	53	0	circle.bmp
